asset_id,user_id,purchase_date,warranty_end,vendor,model,cpu,ram_gb,storage_gb,storage_type,os_version,location,status,retire_date,ticket_count_last_6m,bsod_cnt_30d,battery_cycle,battery_design_cap,battery_full_cap,cpu_temp_max,gpu_temp_max,thermal_throttle_cnt,smart_realloc,smart_pending,disk_errors_30d,uptime_hours_7d,patch_missing_cnt,label_failure_90d,label_retire_180d,age_days,age_months,in_warranty,battery_health,is_nvme,is_mac
ASSET-10092,U2435,2022-04-21,2025-04-05,Lenovo,L14,M2,8.0,256.0,SSD,Windows 11,HN,in_use,,0.0,0.0,279.0,5000.0,3710.0,61.0,65.0,1.0,0.0,0.0,0.0,16.9,2.0,0,0,1210.0,40.3,0,0.742,0,0
ASSET-10094,U2425,,2026-04-23,Acer,Swift 3,Ryzen 7 4800U,16.0,1024.0,HDD,Windows 10,Tokyo,in_use,,0.0,0.0,151.0,5800.0,3389.0,79.0,84.0,0.0,0.0,0.0,0.0,20.4,1.0,0,0,,,1,0.5843103448275863,0,0
ASSET-10095,U7581,2019-06-08,2021-05-28,Acer,TravelMate P2,Ryzen 7 4800U,32.0,256.0,SSD,macOS 12,DN,in_repair,,0.0,0.0,266.0,5000.0,3298.0,79.0,57.0,2.0,0.0,0.0,0.0,37.45,0.0,0,0,2258.0,75.3,0,0.6596,0,1
ASSET-10096,U9303,2023-07-11,,Lenovo,X1 Carbon,i5-8250U,8.0,256.0,SSD,Windows 10,HN,in_use,,0.0,1.0,279.0,5000.0,3024.0,72.0,69.0,0.0,0.0,0.0,0.0,15.1,3.0,0,0,764.0,25.5,0,0.6048,0,0
ASSET-10097,U4511,2021-06-25,2024-06-09,MSI,GF65,i7-1185G7,16.0,1024.0,HDD,macOS 13,HCM,in_use,,0.0,0.0,196.0,4000.0,2498.0,95.0,61.0,1.0,0.0,0.0,0.0,46.2,0.0,1,0,1510.0,50.3,0,0.6245,0,1
ASSET-10098,U2771,2024-05-27,2025-05-22,HP,ZBook 15,Ryzen 5 4500U,32.0,512.0,HDD,Ubuntu 22.04,Tokyo,in_use,,0.0,0.0,69.0,5000.0,3950.0,89.0,56.0,0.0,0.0,0.0,0.0,11.3,3.0,0,0,443.0,14.8,0,0.79,0,0
ASSET-10099,U9311,2022-05-14,2023-05-09,Acer,Aspire 5,i5-1135G7,16.0,256.0,HDD,Windows 11,Tokyo,in_repair,,0.0,0.0,30.57,5000.0,2532.0,82.0,62.0,0.0,0.0,0.0,0.0,25.8,2.0,1,0,1187.0,39.6,0,0.5064,0,0
ASSET-10100,U7768,2019-08-10,,Asus,VivoBook 15,i7-1185G7,16.0,512.0,NVMe,macOS 12,HN,in_use,,1.0,0.0,300.0,5000.0,2824.0,75.0,89.0,1.0,0.0,0.0,0.0,20.2,1.0,0,0,2195.0,73.2,0,0.5648,1,1
ASSET-10101,U1230,2022-08-12,2025-07-27,Acer,Aspire 5,i5-8250U,32.0,1024.0,SSD,Windows 11,Tokyo,in_use,,0.0,0.0,394.0,5000.0,4735.0,68.0,67.0,0.0,0.0,0.0,0.0,11.9,3.0,0,0,1097.0,36.6,0,0.947,0,0
ASSET-10102,U3017,2023-02-10,2026-01-25,Lenovo,T14 Gen2,i5-8250U,16.0,1024.0,HDD,macOS 13,Singapore,in_use,,1.0,1.0,139.0,4000.0,2466.0,78.5,69.0,2.0,0.0,0.0,0.0,80.70499999999997,5.0,0,0,915.0,30.5,1,0.6165,0,1
ASSET-10103,U9154,2021-03-24,2024-03-08,Lenovo,T480,Ryzen 5 4500U,32.0,512.0,HDD,macOS 12,DN,in_use,,1.0,0.0,279.0,5000.0,3995.0,75.0,74.0,1.0,0.0,0.0,0.0,46.4,1.0,0,0,1603.0,53.4,0,0.799,0,1
ASSET-10104,U5760,2023-01-15,2025-12-30,MSI,Modern 14,i7-8650U,8.0,256.0,SSD,Windows 11,Tokyo,in_use,,0.0,1.0,299.0,4500.0,3508.0,96.80999999999995,69.0,1.0,0.0,0.0,0.0,38.7,0.0,1,0,941.0,31.4,1,0.7795555555555556,0,0
ASSET-10105,U7221,2023-01-08,2025-12-23,Apple,MacBook Pro 13,i5-1135G7,16.0,512.0,SSD,macOS 12,Hue,in_use,,0.0,0.0,151.0,4000.0,3033.0,82.0,71.0,0.0,0.0,0.0,0.0,49.7,2.0,0,0,948.0,31.6,1,0.75825,0,1
ASSET-10106,U9283,2024-04-06,2026-03-27,Acer,Swift 3,i7-8650U,16.0,512.0,SSD,Ubuntu 22.04,DN,in_repair,,0.0,0.0,196.0,4000.0,2962.0,79.0,68.0,0.0,0.0,0.0,0.0,37.45,1.5,0,0,494.0,16.5,1,0.7405,0,0
ASSET-10107,U8474,2022-10-28,2024-10-17,Acer,TravelMate P2,i7-1185G7,16.0,512.0,NVMe,macOS 13,Singapore,in_repair,,0.0,0.0,190.0,5200.0,2833.0,76.0,61.0,0.0,0.0,0.0,0.0,4.0,1.5,0,0,1020.0,34.0,0,0.5448076923076923,1,1
ASSET-10108,U2765,2023-08-25,2024-08-19,Dell,XPS 13,i7-8650U,16.0,512.0,NVMe,macOS 13,Singapore,retired,,0.0,0.0,286.5,4500.0,2619.0,77.0,71.0,0.0,0.0,0.0,0.0,16.1,2.0,0,0,719.0,24.0,0,0.582,1,1
ASSET-10109,U3263,2023-08-18,2026-08-02,Apple,MacBook Pro 13,Ryzen 5 4500U,16.0,1024.0,HDD,macOS 13,Tokyo,in_use,,0.0,0.0,293.0,5000.0,4368.0,76.0,65.0,0.0,0.0,0.0,0.0,60.8,0.0,0,0,726.0,24.2,1,0.8736,0,1
ASSET-10110,U1414,2023-04-10,2024-04-04,Asus,ZenBook 14,i5-8250U,8.0,512.0,SSD,Ubuntu 22.04,Tokyo,in_use,,1.0,0.0,411.0,5000.0,3974.0,88.0,86.0,0.0,0.0,0.0,0.0,80.3,2.0,0,0,856.0,28.5,0,0.7948,0,0
ASSET-10111,U5117,2021-04-11,2024-03-26,Lenovo,T480,M2,8.0,512.0,NVMe,Ubuntu 22.04,Singapore,in_repair,,0.0,0.0,279.0,5800.0,3651.0,88.0,63.0,0.0,0.0,0.0,0.0,13.4,2.0,0,0,1585.0,52.8,0,0.6294827586206897,1,0
ASSET-10112,U6866,2019-10-26,2022-10-10,HP,Envy 13,i7-1185G7,8.0,1024.0,SSD,macOS 13,HN,in_use,,0.0,0.0,449.0,5200.0,3309.0,66.0,85.0,0.0,0.0,0.0,0.0,49.1,0.0,0,0,2118.0,70.6,0,0.6363461538461539,0,1
ASSET-10113,U7322,2021-11-16,2024-10-31,MSI,Modern 14,i5-8250U,16.0,512.0,NVMe,macOS 13,Hue,in_use,,2.0,1.0,624.0,5200.0,5092.0,82.0,76.0,0.0,0.0,0.0,0.0,61.5,2.0,0,0,1366.0,45.5,0,0.9792307692307692,1,1
ASSET-10114,U8523,2022-09-20,2023-09-15,Dell,Latitude 5420,i5-8250U,16.0,512.0,NVMe,Windows 10,Singapore,in_use,,0.0,1.0,266.0,4500.0,3188.0,80.0,79.0,0.0,0.0,0.0,0.0,36.7,5.0,0,0,1058.0,35.3,0,0.7084444444444444,1,0
ASSET-10115,U3234,2023-05-21,2026-05-05,Asus,ZenBook 14,i5-1135G7,16.0,1024.0,NVMe,Ubuntu 22.04,HCM,in_use,,0.0,0.0,342.0,5800.0,4697.0,72.0,67.0,0.0,0.0,0.0,0.0,51.7,2.0,0,0,815.0,27.2,1,0.8098275862068965,1,0
ASSET-10116,U5762,2019-10-03,2021-09-22,Asus,ZenBook 14,M2,16.0,512.0,SSD,Windows 11,HCM,in_use,,0.0,0.0,300.0,5000.0,4425.0,73.0,71.0,0.0,0.0,0.0,0.0,65.8,1.0,0,0,2141.0,71.4,0,0.885,0,0
ASSET-10117,U8978,2020-03-21,2021-03-16,MSI,Prestige 14,i7-8650U,16.0,256.0,NVMe,Windows 11,DN,in_use,,0.0,0.0,236.0,5100.0,2691.0,69.0,74.0,0.0,0.0,0.0,0.0,69.1,2.0,0,0,1971.0,65.7,0,0.5276470588235294,1,0
ASSET-10118,U3717,2024-10-06,2025-10-01,Lenovo,T14 Gen2,i5-1135G7,32.0,1024.0,NVMe,Windows 11,Tokyo,in_use,,0.0,0.0,408.0,5200.0,3609.0,91.0,68.0,0.0,0.0,0.0,0.0,9.5,1.0,1,0,311.0,10.4,1,0.6940384615384615,1,0
ASSET-10119,U2275,2024-10-17,2026-10-07,Asus,ROG Zephyrus G14,i7-1185G7,32.0,512.0,HDD,Ubuntu 22.04,Hue,in_use,,0.0,0.0,300.0,5200.0,3459.0,75.0,85.0,0.0,0.0,0.0,0.0,80.1,2.0,0,0,300.0,10.0,1,0.6651923076923076,0,0
ASSET-10120,U9399,2019-06-10,2022-05-25,Dell,Latitude 7420,i5-1135G7,16.0,256.0,NVMe,macOS 12,Singapore,in_use,,0.0,0.0,467.0,5800.0,3785.0,77.0,78.0,0.0,0.0,0.0,0.0,23.1,1.0,0,0,2256.0,75.2,0,0.6525862068965518,1,1
ASSET-10121,U9564,2024-08-27,2027-08-12,Lenovo,T14 Gen2,i5-1135G7,32.0,256.0,SSD,macOS 12,Singapore,in_use,,0.0,2.0,279.0,5000.0,5969.0,69.0,68.0,0.0,0.0,0.0,0.0,45.2,1.0,0,0,351.0,11.7,1,1.1938,0,1
ASSET-10122,U8817,2021-08-10,2022-08-05,Dell,XPS 13,M1,16.0,256.0,SSD,Windows 10,Singapore,in_use,,0.0,0.0,286.5,5800.0,5021.0,62.0,73.0,2.0,0.0,0.0,0.0,39.400000000000006,3.0,0,0,1464.0,48.8,0,0.8656896551724138,0,0
ASSET-10123,U2951,2021-07-30,2023-07-20,MSI,GF65,i5-1135G7,16.0,512.0,NVMe,macOS 12,DN,in_use,,0.0,0.0,299.0,5800.0,2320.0,76.0,80.0,0.0,0.0,0.0,0.0,55.6,2.0,1,0,1475.0,49.2,0,0.4,1,1
ASSET-10124,U4190,2019-05-18,2022-05-02,Dell,XPS 13,i7-1185G7,32.0,256.0,NVMe,Windows 10,DN,in_use,,0.0,0.0,168.0,4500.0,2816.0,77.0,75.0,0.0,0.0,0.0,0.0,39.6,0.0,0,0,2279.0,76.0,0,0.6257777777777778,1,0
ASSET-10125,U7670,2024-09-04,2025-08-30,HP,ProBook 450,Ryzen 5 4500U,16.0,256.0,NVMe,Ubuntu 22.04,Singapore,in_use,,0.0,1.0,187.0,5800.0,2320.0,77.0,71.0,0.0,0.0,0.0,0.0,34.4,1.0,1,0,343.0,11.4,1,0.4,1,0
ASSET-10126,U6603,2019-11-08,2022-10-23,Acer,TravelMate P2,i7-1185G7,32.0,512.0,SSD,Windows 11,Hue,retired,2021-08-31,0.0,0.0,296.0,5000.0,2528.0,80.0,59.0,0.0,0.0,0.0,0.0,25.3,3.0,0,1,2105.0,70.2,0,0.5056,0,0
ASSET-10127,U4638,2020-06-09,2021-06-04,HP,Envy 13,M1,16.0,1024.0,SSD,macOS 13,DN,in_use,,1.0,0.0,284.0,5200.0,4195.0,92.0,71.0,0.0,0.0,0.0,0.0,23.4,2.0,1,0,1891.0,63.0,0,0.8067307692307693,0,1
ASSET-10128,U3148,2021-07-25,2022-07-20,Apple,MacBook Pro 13,i7-1185G7,32.0,512.0,HDD,Windows 11,HN,in_use,,0.0,0.0,5000.0,4500.0,2883.0,76.0,72.0,0.0,0.0,0.0,0.0,30.3,1.0,0,0,1480.0,49.3,0,0.6406666666666667,0,0
ASSET-10129,U6638,2019-03-23,2021-03-12,MSI,Prestige 14,i7-1185G7,16.0,1024.0,NVMe,macOS 13,HN,in_use,,2.0,0.0,157.0,5000.0,3988.0,77.0,71.0,1.0,0.0,0.0,0.0,38.7,5.0,0,0,2335.0,77.8,0,0.7976,1,1
ASSET-10130,U6950,2024-11-03,2026-10-24,HP,Envy 13,i5-1135G7,16.0,256.0,NVMe,Windows 11,Tokyo,in_use,,0.0,0.0,354.0,5000.0,4776.0,87.0,76.0,0.0,0.0,0.0,0.0,59.7,3.0,0,0,283.0,9.4,1,0.9552,1,0
ASSET-10131,U1575,,2024-12-21,Dell,Latitude 5420,M2,32.0,512.0,NVMe,macOS 12,HN,in_repair,,1.0,0.0,398.0,5800.0,3519.0,81.0,90.0,0.0,0.0,0.0,0.0,18.6,5.0,0,0,,,0,0.6067241379310345,1,1
ASSET-10132,U5799,2021-08-05,2022-07-31,MSI,Prestige 14,i7-1185G7,16.0,1024.0,HDD,macOS 12,HN,in_use,,1.0,0.0,304.0,4500.0,3194.0,92.0,74.0,1.0,0.0,0.0,0.0,38.7,2.0,1,0,1469.0,49.0,0,0.7097777777777777,0,1
ASSET-10133,U9764,,2020-03-26,Dell,Latitude 5420,M2,32.0,256.0,SSD,Windows 10,HN,retired,2020-06-02,0.0,1.0,286.5,5000.0,2945.0,77.0,67.0,0.0,0.0,0.0,0.0,59.9,1.0,0,1,,,0,0.589,0,0
ASSET-10134,U4263,2024-03-02,2027-02-15,Dell,Latitude 5420,i7-1185G7,16.0,512.0,NVMe,Ubuntu 22.04,DN,in_use,,0.0,0.0,414.0,4500.0,3654.0,65.0,83.0,0.0,0.0,0.0,0.0,39.400000000000006,2.0,0,0,529.0,17.6,1,0.812,1,0
ASSET-10135,U3583,2024-08-09,2025-08-04,Lenovo,T14 Gen2,Ryzen 7 4800U,32.0,256.0,SSD,Ubuntu 22.04,Tokyo,in_use,,0.0,1.0,181.0,4500.0,3031.0,78.5,84.0,0.0,0.0,0.0,0.0,60.3,4.0,0,0,369.0,12.3,0,0.6735555555555556,0,0
ASSET-10136,U3627,2019-10-10,2022-09-24,Apple,MacBook Air,Ryzen 5 4500U,16.0,1024.0,HDD,macOS 12,HCM,in_use,,1.0,0.0,290.0,5800.0,4915.0,78.0,73.0,0.0,0.0,0.0,0.0,45.1,1.0,0,0,2134.0,71.1,0,0.8474137931034482,0,1
ASSET-10138,U2658,2021-08-04,2024-07-19,Asus,ZenBook 14,i7-1185G7,32.0,1024.0,SSD,macOS 13,Tokyo,in_use,,1.0,0.0,219.0,5000.0,3920.0,80.0,88.0,0.0,0.0,0.0,0.0,56.0,1.0,0,0,1470.0,49.0,0,0.784,0,1
ASSET-10139,U9939,2021-05-26,2023-05-16,HP,ProBook 450,Ryzen 5 4500U,16.0,512.0,HDD,macOS 12,HCM,in_use,,1.0,1.0,57.0,4000.0,3570.0,91.0,71.0,1.0,0.0,0.0,1.0,38.7,1.0,1,0,1540.0,51.3,0,0.8925,0,1
ASSET-10140,U7550,2021-06-09,2024-05-24,HP,EliteBook 840,Ryzen 7 4800U,16.0,256.0,HDD,macOS 13,HCM,in_use,,1.0,0.0,446.0,5800.0,4785.0,77.0,81.0,0.0,0.0,0.0,0.0,50.2,2.0,0,0,1526.0,50.9,0,0.825,0,1
ASSET-10141,U3509,2019-07-26,2022-07-10,Acer,Swift 3,M1,16.0,512.0,NVMe,macOS 13,HCM,in_use,,0.0,0.0,506.0,5000.0,2723.0,78.0,71.0,0.0,0.0,0.0,0.0,37.45,2.0,0,0,2210.0,73.7,0,0.5446,1,1
ASSET-10142,U2843,2023-08-22,2025-08-11,HP,EliteBook 840,i7-1185G7,16.0,512.0,NVMe,Windows 10,DN,in_use,,0.0,0.0,208.0,5000.0,3350.0,77.0,65.0,2.0,0.0,0.0,0.0,9.9,1.0,0,0,722.0,24.1,0,0.67,1,0
ASSET-10143,U4471,2021-04-14,2024-03-29,Acer,TravelMate P2,Ryzen 5 4500U,32.0,512.0,NVMe,Windows 11,Tokyo,in_use,,0.0,0.0,414.0,4000.0,2814.0,79.0,74.0,0.0,0.0,0.0,0.0,66.8,0.0,0,0,1582.0,52.7,0,0.7035,1,0
ASSET-10144,U9709,2019-12-27,2020-12-21,Apple,MacBook Pro 14,M2,32.0,1024.0,SSD,Windows 10,HN,in_use,,0.0,0.0,315.0,5800.0,2468.0,77.0,81.0,0.0,0.0,0.0,0.0,12.4,4.0,1,0,2056.0,68.5,0,0.42551724137931035,0,0
ASSET-10145,U4726,2023-09-06,2024-08-31,Acer,TravelMate P2,M1,16.0,1024.0,HDD,macOS 12,Singapore,in_use,,2.0,0.0,296.0,4500.0,3048.0,79.0,86.0,0.0,0.0,0.0,0.0,37.45,0.0,0,0,707.0,23.6,0,0.6773333333333333,0,1
ASSET-10146,U5485,2020-09-14,2021-09-09,HP,Envy 13,i5-1135G7,8.0,1024.0,NVMe,Ubuntu 22.04,Singapore,in_use,,0.0,0.0,376.0,5800.0,4203.0,87.0,82.0,0.0,0.0,0.0,0.0,44.1,2.0,0,0,1794.0,59.8,0,0.7246551724137931,1,0
ASSET-10147,U8197,,2027-06-14,Lenovo,T14 Gen2,M2,8.0,512.0,HDD,Windows 10,Singapore,in_use,,1.0,0.0,413.0,5200.0,2576.0,78.5,94.61999999999989,0.0,0.0,0.0,0.0,30.3,4.0,0,0,,,1,0.49538461538461537,0,0
ASSET-10148,U3727,2023-09-27,2025-09-16,HP,Envy 13,i5-8250U,32.0,512.0,SSD,macOS 12,Tokyo,in_use,,0.0,0.0,450.0,5200.0,3612.5,89.0,69.0,1.0,0.0,0.0,0.0,55.9,3.0,0,0,686.0,22.9,1,0.6947115384615384,0,1
ASSET-10149,U9383,2020-10-16,2022-10-06,Lenovo,L14,i5-8250U,8.0,512.0,NVMe,Windows 11,HN,in_use,,0.0,0.0,279.0,4500.0,2628.0,78.5,69.0,0.0,0.0,0.0,0.0,55.6,1.0,0,0,1762.0,58.7,0,0.584,1,0
ASSET-10150,U5009,2022-02-13,2025-01-28,Asus,ZenBook 14,i7-1185G7,16.0,256.0,SSD,Windows 10,Tokyo,in_use,,0.0,0.0,300.0,5000.0,4961.0,68.0,66.0,3.0,0.0,0.0,0.0,36.900000000000006,3.0,0,0,1277.0,42.6,0,0.9922,0,0
ASSET-10151,U8713,2020-07-05,2021-06-30,Lenovo,X1 Carbon,Ryzen 5 4500U,16.0,1024.0,HDD,macOS 13,HN,in_use,,0.0,0.0,297.0,4500.0,3200.0,90.0,77.0,0.0,0.0,0.0,0.0,34.1,5.0,0,0,1865.0,62.2,0,0.7111111111111111,0,1
ASSET-10152,U2936,2019-04-09,2021-03-29,Dell,Latitude 5420,i7-8650U,32.0,256.0,NVMe,macOS 12,Hue,in_use,,0.0,0.0,120.0,4000.0,3085.0,77.0,92.0,1.0,0.0,0.0,0.0,39.400000000000006,0.0,1,0,2318.0,77.3,0,0.77125,1,1
ASSET-10153,U9797,2022-10-04,2024-09-23,Acer,Aspire 5,M1,32.0,256.0,NVMe,Ubuntu 22.04,Singapore,in_use,,0.0,0.0,5000.0,5000.0,3663.5,81.0,71.0,0.0,0.0,0.0,0.0,3.5,4.0,0,0,1044.0,34.8,0,0.7327,1,0
ASSET-10154,U2838,2023-03-13,2024-03-07,HP,ProBook 450,i7-8650U,16.0,1024.0,SSD,macOS 12,Singapore,in_use,,0.0,0.0,284.0,4500.0,3303.0,96.80999999999995,58.0,0.0,0.0,0.0,0.0,61.7,2.0,0,0,884.0,29.5,0,0.734,0,1
ASSET-10155,U1368,2022-07-02,,Acer,Aspire 5,Ryzen 7 4800U,16.0,256.0,HDD,Ubuntu 22.04,Singapore,in_repair,,1.0,0.0,314.0,5000.0,4216.0,75.0,71.0,0.0,0.0,0.0,0.0,39.4,1.0,0,0,1138.0,37.9,0,0.8432,0,0
ASSET-10156,U7284,2019-08-09,2020-08-03,Lenovo,T480,i5-1135G7,32.0,1024.0,NVMe,macOS 12,Singapore,in_use,,1.0,0.0,279.0,5000.0,3547.0,78.5,68.0,1.0,0.0,0.0,0.0,41.3,1.0,0,0,2196.0,73.2,0,0.7094,1,1
ASSET-10157,U8987,2019-05-04,2020-04-28,HP,Envy 13,Ryzen 7 4800U,16.0,512.0,SSD,Ubuntu 22.04,DN,in_use,,1.0,0.0,269.0,5800.0,4920.0,79.0,71.0,0.0,0.0,0.0,0.0,32.2,1.0,0,0,2293.0,76.4,0,0.8482758620689655,0,0
ASSET-10158,U2276,2024-06-16,2025-06-11,Dell,Latitude 7420,M2,16.0,1024.0,SSD,macOS 12,HN,in_use,,1.0,0.0,219.0,5000.0,4392.0,77.0,78.0,0.0,0.0,0.0,0.0,51.7,1.0,0,0,423.0,14.1,0,0.8784,0,1
ASSET-10159,U5989,2023-11-16,2026-10-31,MSI,GF65,i5-8250U,32.0,512.0,HDD,Windows 11,DN,retired,2024-12-11,0.0,0.0,367.0,5100.0,2015.0,64.0,70.0,0.0,0.0,0.0,0.0,38.7,2.0,1,1,636.0,21.2,1,0.39509803921568626,0,0
ASSET-10160,U3359,2024-06-16,2027-06-01,Lenovo,T480,i5-1135G7,8.0,256.0,NVMe,macOS 12,Hue,in_use,,0.0,0.0,279.0,5800.0,4421.0,76.0,65.0,0.0,0.0,0.0,0.0,36.9,3.0,0,0,423.0,14.1,1,0.7622413793103449,1,1
ASSET-10161,U5578,2024-03-19,2027-03-04,Acer,TravelMate P2,i7-8650U,16.0,512.0,NVMe,Windows 10,Tokyo,in_use,,0.0,1.0,405.0,5800.0,5533.0,67.0,48.19,0.0,0.0,0.0,0.0,43.7,3.0,0,0,512.0,17.1,1,0.9539655172413793,1,0
ASSET-10162,U5699,2024-06-08,2025-06-03,HP,EliteBook 840,i7-8650U,16.0,512.0,SSD,macOS 13,DN,in_use,,0.0,0.0,284.0,5000.0,3368.0,77.0,56.0,0.0,0.0,0.0,0.0,23.6,2.0,0,0,431.0,14.4,0,0.6736,0,1
ASSET-10163,U3740,2021-05-13,2024-04-27,Acer,TravelMate P2,Ryzen 7 4800U,8.0,1024.0,HDD,Windows 10,HCM,in_use,,0.0,0.0,468.0,4500.0,3663.5,69.0,71.0,0.0,0.0,0.0,0.0,62.5,1.5,0,0,1553.0,51.8,0,0.8141111111111111,0,0
ASSET-10164,U6488,2022-01-12,2024-01-02,Acer,Aspire 5,Ryzen 5 4500U,32.0,1024.0,HDD,macOS 12,Tokyo,in_repair,,1.0,1.0,296.0,5000.0,3663.5,90.0,60.0,0.0,0.0,0.0,0.0,37.45,4.0,0,0,1309.0,43.6,0,0.7327,0,1
ASSET-10165,U2965,2019-12-20,2022-12-04,Acer,Swift 3,i5-1135G7,8.0,1024.0,SSD,Ubuntu 22.04,DN,in_use,,1.0,0.0,310.0,5200.0,3663.5,79.0,48.19,0.0,0.0,0.0,0.0,40.3,0.0,0,0,2063.0,68.8,0,0.7045192307692307,0,0
ASSET-10166,U9857,2023-11-02,2024-10-27,Lenovo,T14 Gen2,i7-8650U,16.0,512.0,HDD,Windows 10,HCM,in_use,,1.0,1.0,279.0,4000.0,3710.0,86.0,71.0,0.0,0.0,0.0,0.0,41.3,3.0,0,0,650.0,21.7,0,0.9275,0,0
ASSET-10168,U9186,2024-12-27,2026-12-17,Lenovo,X1 Carbon,i5-8250U,16.0,1024.0,SSD,macOS 12,HCM,retired,2026-10-05,0.0,0.0,267.0,5000.0,1800.0,84.0,69.0,0.0,0.0,0.0,1.0,41.3,4.0,0,1,229.0,7.6,1,0.36,0,1
ASSET-10169,U9145,2021-06-22,2022-06-17,Lenovo,T480,M1,16.0,512.0,NVMe,macOS 12,DN,in_repair,,0.0,0.0,279.0,5000.0,2857.0,79.0,69.0,0.0,0.0,0.0,0.0,41.3,4.0,0,0,1513.0,50.4,0,0.5714,1,1
ASSET-10170,U1118,2021-01-04,2021-12-30,Lenovo,T480,Ryzen 5 4500U,16.0,1024.0,HDD,Windows 11,HN,in_use,,1.0,0.0,279.0,4500.0,3710.0,74.0,70.0,0.0,0.0,0.0,0.0,26.1,6.0,0,0,1682.0,56.1,0,0.8244444444444444,0,0
ASSET-10171,U5528,2019-08-06,2020-07-31,Acer,Swift 3,i5-1135G7,32.0,512.0,HDD,Windows 11,HN,in_use,,0.0,0.0,296.0,4000.0,2774.0,79.0,83.0,0.0,0.0,0.0,0.0,51.2,2.0,0,0,2199.0,73.3,0,0.6935,0,0
ASSET-10172,U7759,2021-03-30,2023-03-20,Lenovo,T14 Gen2,i7-8650U,16.0,1024.0,HDD,Windows 10,Hue,in_repair,,0.0,1.0,448.0,4500.0,3710.0,75.0,69.0,0.0,0.0,0.0,0.0,7.8,2.0,0,0,1597.0,53.2,0,0.8244444444444444,0,0
ASSET-10173,U2416,2023-08-14,2026-07-29,MSI,Modern 14,i7-1185G7,32.0,512.0,HDD,Ubuntu 22.04,HCM,in_use,,0.0,0.0,327.0,5200.0,5460.0,76.0,66.0,0.0,0.0,0.0,0.0,38.3,5.0,0,0,730.0,24.3,1,1.05,0,0
ASSET-10174,U7662,2021-06-11,2022-06-06,Acer,TravelMate P2,i7-1185G7,16.0,256.0,SSD,macOS 12,Tokyo,in_use,,0.0,2.0,296.0,5000.0,3998.0,74.0,71.0,0.0,0.0,0.0,1.0,48.5,1.0,0,0,1524.0,50.8,0,0.7996,0,1
ASSET-10175,U1898,2024-10-09,2027-09-24,Lenovo,X1 Carbon,i5-8250U,8.0,512.0,HDD,macOS 12,Singapore,in_use,,0.0,0.0,302.0,4000.0,3431.0,67.0,63.0,0.0,0.0,0.0,0.0,49.4,0.0,0,0,308.0,10.3,1,0.85775,0,1
ASSET-10176,U9215,2024-11-27,2025-11-22,Apple,MacBook Air,Ryzen 5 4500U,16.0,1024.0,HDD,Windows 10,HN,in_use,,0.0,1.0,112.0,5200.0,4371.0,85.0,67.0,1.0,0.0,0.0,0.0,80.70499999999997,0.0,0,0,259.0,8.6,1,0.8405769230769231,0,0
ASSET-10177,U7745,2022-11-05,2025-10-20,Dell,XPS 13,Ryzen 7 4800U,16.0,1024.0,NVMe,macOS 13,Singapore,in_use,,0.0,0.0,262.0,5000.0,2851.0,65.0,75.0,2.0,0.0,0.0,0.0,43.0,2.0,1,0,1012.0,33.7,1,0.5702,1,1
ASSET-10178,U5266,2023-02-23,2024-02-18,Dell,Precision 3560,i5-8250U,32.0,512.0,HDD,Windows 11,DN,in_use,,0.0,0.0,302.0,5200.0,3654.0,74.0,78.0,2.0,0.0,0.0,0.0,72.3,1.0,0,0,902.0,30.1,0,0.7026923076923077,0,0
ASSET-10179,U1656,2020-07-25,2023-07-10,Lenovo,L14,Ryzen 5 4500U,8.0,512.0,NVMe,Windows 11,Hue,in_use,,3.0,0.0,279.0,5000.0,3479.0,61.0,69.0,0.0,0.0,0.0,0.0,13.5,0.0,0,0,1845.0,61.5,0,0.6958,1,0
ASSET-10181,U4264,2021-01-31,2023-01-21,MSI,Modern 14,M2,8.0,512.0,NVMe,Ubuntu 22.04,Hue,in_use,,0.0,0.0,299.0,5800.0,4950.0,76.0,65.0,0.0,0.0,0.0,0.0,19.5,3.0,0,0,1655.0,55.2,0,0.853448275862069,1,0
ASSET-10182,U2959,2023-03-09,2026-02-21,Apple,MacBook Pro 14,i5-8250U,16.0,256.0,NVMe,Windows 10,HN,in_use,,1.0,0.0,479.0,5000.0,3014.0,74.0,76.0,0.0,0.0,0.0,1.0,69.2,1.0,0,0,888.0,29.6,1,0.6028,1,0
ASSET-10183,U3354,2019-02-22,2020-02-17,Asus,VivoBook 15,Ryzen 7 4800U,16.0,512.0,HDD,Windows 11,HCM,in_use,,0.0,0.0,41.0,4500.0,3699.0,73.0,77.0,0.0,0.0,0.0,0.0,42.1,2.0,0,0,2364.0,78.8,0,0.822,0,0
ASSET-10184,U5991,2019-04-28,2022-04-12,HP,ProBook 450,i7-1185G7,16.0,1024.0,SSD,Windows 11,DN,in_repair,,0.0,0.0,391.0,5000.0,3612.5,82.0,79.0,0.0,0.0,0.0,0.0,53.3,2.0,0,0,2299.0,76.6,0,0.7225,0,0
ASSET-10185,U2487,2020-08-19,2023-08-04,HP,EliteBook 840,Ryzen 7 4800U,16.0,256.0,NVMe,macOS 13,HN,retired,,0.0,0.0,284.0,5800.0,3612.5,85.0,77.0,0.0,0.0,0.0,0.0,38.7,2.0,0,0,1820.0,60.7,0,0.6228448275862069,1,1
